leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
marriage_leave,16-10-2024,17-10-2024,first_half,full_day,2,Michael Ortega DDS,Bobby Cooke,Business,Business Development Executive
marriage_leave,24-02-2025,04-03-2025,full_day,full_day,9,Ryan Lee,Randall Chen,HR,HR
casual_leave,17-04-2025,27-04-2025,second_half,full_day,11,Matthew Green,Laura Lester,Technical,NodeJS
maternity_leave,18-07-2023,18-07-2023,full_day,first_half,0.5,Anthony Barton,Travis Cooper,Technical,Angular
paternity_leave,03-08-2023,12-08-2023,first_half,full_day,10,Deanna Taylor,Laura Larson,Office Admin,Office Admin
maternity_leave,28-09-2023,08-10-2023,full_day,first_half,11,Douglas Lara,Stephanie Edwards,Technical,iOS
medical_leave,04-10-2023,11-10-2023,first_half,first_half,8,Holly Wright,Edward Diaz,HR,HR
medical_leave,17-06-2024,21-06-2024,full_day,full_day,5,Karen Soto,James Avery,Office Admin,Office Admin
paternity_leave,13-11-2023,21-11-2023,full_day,full_day,9,Amanda Foster,Samantha Ramos,HR,HR
academic_leave,03-05-2024,03-05-2024,second_half,full_day,0.5,Michael Thompson,Shirley Terrell,HR,HR
maternity_leave,30-08-2023,07-09-2023,full_day,first_half,9,Deborah Hansen,Maureen Myers,Business,Business Development Executive
marriage_leave,24-12-2024,03-01-2025,full_day,full_day,11,John Lopez,Katherine Johnson,HR,HR
academic_leave,21-06-2023,24-06-2023,first_half,first_half,4,Dylan Thornton,Jonathan Cooper,HR,Project coordinator
casual_leave,30-03-2025,01-04-2025,second_half,full_day,3,Dustin Gonzalez,Natalie Smith,Technical,ReactJS
paternity_leave,07-05-2023,12-05-2023,full_day,full_day,6,Olivia Crawford,Michael Elliott,HR,Project coordinator
maternity_leave,30-07-2023,30-07-2023,second_half,full_day,0.5,Cody Martinez,Nathan Madden,HR,HR
academic_leave,08-04-2024,11-04-2024,first_half,first_half,4,Logan Smith,Teresa Washington,HR,HR
maternity_leave,18-03-2025,22-03-2025,first_half,first_half,5,Cameron Massey,Zachary Ross,Technical,System
maternity_leave,26-12-2024,31-12-2024,second_half,first_half,6,Sarah Ramirez,Tony Marsh,Office Admin,Office Admin
marriage_leave,16-12-2023,24-12-2023,first_half,full_day,9,Krystal Smith,Julie Marshall,HR,Project coordinator
academic_leave,22-10-2023,29-10-2023,second_half,first_half,8,John Sullivan,Jonathan Fuller,Technical,PHP
maternity_leave,10-03-2025,12-03-2025,second_half,full_day,3,Danielle Mayo,Karen Myers,Technical,NodeJS
paternity_leave,24-10-2023,31-10-2023,full_day,full_day,8,Christy Carson,Andrew Scott,Technical,NodeJS
maternity_leave,03-04-2024,03-04-2024,second_half,first_half,0.5,John Patton,Sarah Brown,HR,Project coordinator
marriage_leave,17-07-2024,18-07-2024,first_half,first_half,2,James Browning,Heather Hudson,HR,Project coordinator
academic_leave,21-05-2023,31-05-2023,full_day,full_day,11,Matthew Smith,Theresa Hall,HR,HR
academic_leave,29-10-2023,29-10-2023,first_half,first_half,0.5,Karen Smith,Tammy Stewart,HR,HR
paternity_leave,04-12-2024,06-12-2024,second_half,first_half,3,Sarah Anthony,Michelle Wiley,Business,Business Development Executive
casual_leave,15-09-2023,21-09-2023,full_day,first_half,7,Andrea Knapp,Heidi Davis,Technical,Android
marriage_leave,20-04-2025,28-04-2025,first_half,first_half,9,Olivia Ramsey,Michael Pace,Business,Business Development Executive
academic_leave,28-02-2024,06-03-2024,second_half,full_day,8,Fernando Smith,Tammy Jones,Technical,Angular
maternity_leave,10-06-2024,13-06-2024,first_half,full_day,4,Michelle Watkins MD,Eric Prince,Business,Business Development Executive
academic_leave,19-10-2024,28-10-2024,full_day,full_day,10,Gloria Aguirre,Caleb Delacruz,Business,Business Development Executive
casual_leave,30-05-2023,09-06-2023,full_day,first_half,11,Kathleen Morales,Veronica Strickland,Office Admin,Office Admin
medical_leave,08-10-2023,18-10-2023,full_day,full_day,11,Stephen Decker,Robert Garcia,HR,HR
maternity_leave,10-05-2024,13-05-2024,first_half,first_half,4,Jenny Callahan,James Cantrell,Business,Business Development Executive
medical_leave,11-09-2024,20-09-2024,first_half,first_half,10,Rebecca Bray,John Brock,HR,HR
maternity_leave,10-02-2024,18-02-2024,second_half,first_half,9,James Jones,Ashley Smith,Technical,iOS
medical_leave,27-03-2025,04-04-2025,full_day,first_half,9,Nicole Sawyer,Jose Weiss,HR,HR
marriage_leave,13-08-2023,20-08-2023,full_day,first_half,8,Bianca Skinner,Jeffrey Trevino,Office Admin,Office Admin
marriage_leave,21-12-2023,21-12-2023,first_half,full_day,0.5,Charlotte Mayo,Andrew Fox,HR,HR
paternity_leave,15-04-2024,23-04-2024,first_half,full_day,9,Gregory Turner,Mary Wiley,Office Admin,Office Admin
maternity_leave,24-12-2023,28-12-2023,second_half,full_day,5,Kerri Hurley,William Clark,Office Admin,Office Admin
academic_leave,27-02-2024,08-03-2024,full_day,first_half,11,Danielle Green,Valerie Nelson,Technical,Angular
paternity_leave,29-09-2024,08-10-2024,full_day,full_day,10,Alyssa Cruz,Hector Burnett,Technical,iOS
paternity_leave,23-07-2023,01-08-2023,first_half,first_half,10,Kirsten Williams,Jim Arnold,HR,Project coordinator
casual_leave,11-07-2024,19-07-2024,second_half,first_half,9,Logan Short,Kimberly Braun,HR,Project coordinator
casual_leave,05-10-2024,07-10-2024,full_day,full_day,3,Gail Shepherd,Jeffrey Brown MD,HR,HR
medical_leave,23-05-2024,28-05-2024,full_day,full_day,6,Nathan Obrien,Amy Pierce,Technical,iOS
medical_leave,12-07-2023,12-07-2023,full_day,full_day,1,John Cox,Jennifer Hamilton,HR,HR
maternity_leave,31-10-2023,07-11-2023,full_day,full_day,8,David Mann,Paul Flores,Technical,PHP
marriage_leave,27-08-2023,02-09-2023,second_half,first_half,7,Tiffany Foster,Jennifer Navarro,Business,Business Development Executive
casual_leave,14-07-2023,21-07-2023,full_day,full_day,8,Richard Hughes,Deborah Richardson,Office Admin,Office Admin
medical_leave,19-03-2025,21-03-2025,full_day,full_day,3,Christopher Oneill,Kimberly Owen,Business,Business Development Executive
casual_leave,02-05-2023,03-05-2023,full_day,full_day,2,Charles Delacruz,Jonathan Oconnor,HR,HR
paternity_leave,07-08-2024,08-08-2024,full_day,full_day,2,Donna Perez,Steven Bailey,Technical,PHP
academic_leave,12-03-2025,20-03-2025,first_half,first_half,9,Joshua Guerra,Larry Lin,Technical,PHP
paternity_leave,18-01-2024,18-01-2024,first_half,full_day,0.5,Ashley Mitchell,Tanya Allen,HR,HR
academic_leave,19-06-2024,29-06-2024,full_day,full_day,11,Michelle Bennett,Joseph Ward,Business,Business Development Executive
casual_leave,20-01-2024,23-01-2024,second_half,first_half,4,Renee Sims,Nathan Harris,Technical,Android
academic_leave,03-11-2024,04-11-2024,first_half,full_day,2,Virginia Silva,Cathy Lawrence,HR,Project coordinator
medical_leave,12-04-2025,14-04-2025,second_half,first_half,3,Richard Harris,Morgan Morrow,Office Admin,Office Admin
maternity_leave,27-05-2024,04-06-2024,full_day,first_half,9,John Taylor,Melanie Stevens,Office Admin,Office Admin
casual_leave,03-02-2024,09-02-2024,first_half,first_half,7,Gregory Doyle,Dr. Christopher Atkinson,HR,HR
casual_leave,10-02-2024,18-02-2024,second_half,first_half,9,Jamie Edwards,Christine Lynch,Business,Business Development Executive
marriage_leave,25-01-2025,03-02-2025,full_day,full_day,10,Daniel Bender,Matthew Reed,HR,Project coordinator
medical_leave,09-06-2024,16-06-2024,full_day,full_day,8,James Valdez,Diane Knox,Office Admin,Office Admin
casual_leave,21-10-2024,31-10-2024,second_half,first_half,11,Nathan Stanley,Jennifer Thomas,HR,HR
marriage_leave,19-01-2025,26-01-2025,second_half,first_half,8,Kelsey Jacobs,James Burnett,Office Admin,Office Admin
casual_leave,12-01-2025,14-01-2025,first_half,first_half,3,John Blair,Hayley Herrera,Business,Business Development Executive
casual_leave,25-03-2024,04-04-2024,full_day,first_half,11,Donald King,Patricia Wilson,Office Admin,Office Admin
maternity_leave,13-08-2023,22-08-2023,full_day,first_half,10,Robert Dillon,Darin Alexander,Technical,iOS
casual_leave,15-07-2024,16-07-2024,second_half,first_half,2,Rebecca Wood,Christina Preston,Office Admin,Office Admin
casual_leave,19-11-2024,23-11-2024,full_day,full_day,5,Heather Wilson,Kara Wyatt,Office Admin,Office Admin
maternity_leave,12-07-2023,18-07-2023,full_day,first_half,7,Erin Brown,Kathy Mathis,HR,Project coordinator
maternity_leave,01-04-2024,06-04-2024,second_half,full_day,6,Dillon Bowman,Kenneth Howard,Business,Business Development Executive
academic_leave,02-03-2025,04-03-2025,full_day,first_half,3,Jeffrey Williams,Mitchell Simon,HR,Project coordinator
paternity_leave,12-07-2023,12-07-2023,second_half,first_half,0.5,Paul Wilkinson,Dennis Logan,HR,Project coordinator
maternity_leave,28-11-2024,04-12-2024,second_half,full_day,7,Nicole Long,Brian Brown,Office Admin,Office Admin
maternity_leave,27-03-2024,31-03-2024,second_half,full_day,5,Cody Kelley,Jacqueline Weber,HR,HR
casual_leave,13-12-2023,21-12-2023,first_half,first_half,9,Randall Lyons,Dr. David Case,Business,Business Development Executive
medical_leave,18-12-2024,20-12-2024,first_half,full_day,3,Cristian Murray,David Brennan,Technical,Android
academic_leave,27-12-2024,04-01-2025,full_day,first_half,9,Peter Schroeder,Gina Bush,Technical,System
maternity_leave,23-07-2023,24-07-2023,full_day,full_day,2,Gabrielle Harris,Ashley Mccarthy,Technical,Android
paternity_leave,10-07-2024,11-07-2024,first_half,first_half,2,James Thompson,Caleb Carter,HR,HR
maternity_leave,27-10-2024,05-11-2024,first_half,first_half,10,Dustin Downs,Laura Mullen,Business,Business Development Executive
maternity_leave,22-06-2023,27-06-2023,first_half,full_day,6,Jesse Ward,Meagan Simmons,HR,Project coordinator
casual_leave,09-06-2023,17-06-2023,full_day,first_half,9,Monica Richardson,Michele Hartman,Business,Business Development Executive
academic_leave,22-06-2024,02-07-2024,first_half,full_day,11,Jessica Jones,John Edwards,HR,HR
casual_leave,16-02-2025,25-02-2025,second_half,first_half,10,Christopher Baxter,Paul Young,HR,Project coordinator
maternity_leave,11-08-2023,21-08-2023,full_day,full_day,11,Julia Daniels,Kim Gamble,Business,Business Development Executive
marriage_leave,02-12-2023,07-12-2023,first_half,first_half,6,Brandon Torres,Susan Smith,Business,Business Development Executive
paternity_leave,12-08-2023,16-08-2023,first_half,full_day,5,Edward Hayes,James Garcia,Business,Business Development Executive
marriage_leave,30-05-2024,08-06-2024,first_half,first_half,10,James Price,Noah Garza,HR,Project coordinator
marriage_leave,12-10-2023,18-10-2023,second_half,full_day,7,Aaron Luna,Samuel Parsons,Business,Business Development Executive
maternity_leave,17-06-2023,21-06-2023,second_half,full_day,5,Charles Juarez,Wesley Medina,Business,Business Development Executive
maternity_leave,04-01-2025,09-01-2025,second_half,first_half,6,Michael Patel,Mrs. Lauren Dunlap,HR,HR
paternity_leave,25-11-2024,05-12-2024,full_day,full_day,11,Carrie Townsend,Stephen Gomez,Business,Business Development Executive
maternity_leave,27-12-2023,05-01-2024,first_half,full_day,10,Megan Sherman,Bryan Rowland,Office Admin,Office Admin
academic_leave,01-03-2025,02-03-2025,full_day,first_half,2,Garrett Jackson,Terri Norris,Technical,System
maternity_leave,23-08-2023,01-09-2023,first_half,full_day,10,David Bell,David Davis,HR,HR
academic_leave,01-08-2023,07-08-2023,first_half,full_day,7,Lisa Ellis,Christopher Anderson,Office Admin,Office Admin
marriage_leave,08-08-2023,11-08-2023,full_day,first_half,4,Patrick Simmons,Joseph Cruz,Technical,iOS
medical_leave,12-05-2024,16-05-2024,first_half,first_half,5,Andrew Nguyen,Catherine Miller,Business,Business Development Executive
marriage_leave,14-01-2024,23-01-2024,first_half,first_half,10,Jacob Tran,Amber Campbell,Office Admin,Office Admin
academic_leave,21-07-2024,31-07-2024,first_half,first_half,11,Brian Burns,Jeff Wolf,Business,Business Development Executive
academic_leave,26-05-2024,04-06-2024,first_half,first_half,10,Christopher Young,Stephanie Fitzgerald,HR,HR
maternity_leave,28-04-2023,07-05-2023,full_day,first_half,10,Cassandra Stein,Ryan Christian,Technical,ReactJS
casual_leave,30-05-2023,02-06-2023,full_day,full_day,4,Vincent Jones,Mr. Christian Taylor,HR,HR
marriage_leave,11-02-2025,11-02-2025,full_day,first_half,0.5,Julie Hanson,Michael Petersen,Technical,Android
medical_leave,11-08-2024,17-08-2024,second_half,full_day,7,Jose Campos,John Davis,HR,Project coordinator
casual_leave,15-08-2023,18-08-2023,first_half,full_day,4,Lauren Collins,Joseph James,Technical,NodeJS
casual_leave,02-06-2024,08-06-2024,first_half,full_day,7,Sandy Bender,Lisa Garcia,HR,Project coordinator
paternity_leave,23-09-2023,28-09-2023,second_half,full_day,6,Thomas Holloway,David Randolph,HR,Project coordinator
casual_leave,28-04-2024,04-05-2024,first_half,first_half,7,Cristian Petersen,Matthew Lee,Office Admin,Office Admin
medical_leave,02-07-2024,11-07-2024,second_half,first_half,10,Kimberly Fox,Timothy Morgan,Office Admin,Office Admin
marriage_leave,03-12-2024,06-12-2024,full_day,full_day,4,Jasmine Stewart,Brandon Mitchell,Office Admin,Office Admin
medical_leave,16-10-2023,19-10-2023,first_half,first_half,4,Laura Stephens,Lisa Baxter,Office Admin,Office Admin
casual_leave,24-04-2024,29-04-2024,first_half,full_day,6,Paul Martin,Anthony Bailey,Business,Business Development Executive
casual_leave,20-09-2023,24-09-2023,full_day,full_day,5,Julia Newman,Diana Boyle,Business,Business Development Executive
maternity_leave,10-12-2024,17-12-2024,full_day,first_half,8,Janet Bailey,James Strickland,Business,Business Development Executive
marriage_leave,30-06-2024,30-06-2024,second_half,first_half,0.5,Russell Pope,Karen Michael,HR,HR
medical_leave,12-08-2023,12-08-2023,first_half,full_day,0.5,Amanda Jones,Bruce White,HR,Project coordinator
academic_leave,27-11-2023,02-12-2023,first_half,first_half,6,Tina Taylor,Diana Bowers,Business,Business Development Executive
paternity_leave,01-11-2023,10-11-2023,second_half,full_day,10,Amy Campbell,Andrew Howard,Office Admin,Office Admin
academic_leave,14-04-2025,14-04-2025,first_half,first_half,0.5,Robert Garcia,Angela Hutchinson,HR,Project coordinator
academic_leave,21-03-2025,24-03-2025,second_half,first_half,4,Andrea Johnson,Rebecca Jones DVM,HR,Project coordinator
maternity_leave,20-11-2024,25-11-2024,full_day,first_half,6,David Lee,Carrie Harris,Business,Business Development Executive
maternity_leave,23-02-2025,23-02-2025,second_half,first_half,0.5,Raymond Atkins,Steven Keith,Office Admin,Office Admin
maternity_leave,30-08-2024,04-09-2024,second_half,first_half,6,Nicole Mitchell,Heather Joseph,Office Admin,Office Admin
casual_leave,05-02-2024,06-02-2024,first_half,first_half,2,Kayla Cox,Kathy Small,Technical,NodeJS
paternity_leave,13-02-2024,15-02-2024,full_day,full_day,3,Daniel Davis,Holly Sawyer,HR,HR
paternity_leave,20-02-2024,25-02-2024,full_day,full_day,6,Christopher Escobar,Mallory Floyd,Business,Business Development Executive
maternity_leave,12-08-2023,19-08-2023,first_half,full_day,8,Amanda Stephenson,Robert Robinson,Office Admin,Office Admin
marriage_leave,06-10-2024,09-10-2024,full_day,full_day,4,Alice Vance,Jennifer Chavez,Business,Business Development Executive
maternity_leave,27-02-2025,08-03-2025,second_half,first_half,10,April Frye,Crystal Arnold,HR,Project coordinator
marriage_leave,24-05-2023,31-05-2023,full_day,first_half,8,Chase Weaver,Allen Dixon,Business,Business Development Executive
academic_leave,13-10-2023,15-10-2023,second_half,first_half,3,Jeremy Bailey,John Wright,Technical,System
paternity_leave,13-09-2024,15-09-2024,second_half,full_day,3,Cody Jacobs,Stephen Odonnell,Business,Business Development Executive
casual_leave,13-02-2025,16-02-2025,full_day,full_day,4,Kristin Walker,Jeffrey Johnson,Business,Business Development Executive
casual_leave,09-10-2023,10-10-2023,second_half,full_day,2,Peter Johnson,Russell Davis DVM,Business,Business Development Executive
medical_leave,13-10-2023,23-10-2023,second_half,full_day,11,Kyle Hall,Brian Rogers,HR,HR
paternity_leave,27-11-2024,27-11-2024,second_half,first_half,0.5,Jose Olson,Krystal Frye,Technical,Android
marriage_leave,14-11-2023,14-11-2023,first_half,first_half,0.5,Haley Mooney DVM,Joshua Jones,Technical,iOS
maternity_leave,17-02-2025,17-02-2025,first_half,full_day,0.5,John Carpenter,Angela Wheeler,Business,Business Development Executive
medical_leave,21-03-2025,25-03-2025,full_day,first_half,5,Julie Torres,Brittney Ward,HR,HR
paternity_leave,30-11-2023,06-12-2023,second_half,full_day,7,George Henderson,Samuel Ritter,Business,Business Development Executive
marriage_leave,27-07-2024,31-07-2024,first_half,full_day,5,Matthew Elliott,Mark Olson,Business,Business Development Executive
medical_leave,23-10-2023,01-11-2023,first_half,first_half,10,Natasha Scott,Deborah Duran,Office Admin,Office Admin
marriage_leave,24-08-2023,30-08-2023,second_half,full_day,7,Tammy Chen,Michael Larsen,Business,Business Development Executive
marriage_leave,04-08-2023,08-08-2023,full_day,first_half,5,Brandi Thomas,Stephanie Williams,Technical,PHP
medical_leave,19-08-2023,20-08-2023,second_half,full_day,2,Justin Armstrong,Dana Hicks,Technical,ReactJS
marriage_leave,08-04-2025,08-04-2025,full_day,first_half,0.5,Tammy Sanchez,Dana Meyers,Technical,Android
academic_leave,22-06-2024,26-06-2024,full_day,first_half,5,David Jackson,Kyle Haynes,Technical,Angular
medical_leave,31-03-2024,10-04-2024,full_day,first_half,11,Dominique Pittman,Casey Sanders,HR,HR
paternity_leave,24-04-2023,02-05-2023,second_half,full_day,9,Carol Rasmussen,Sandra Garcia,Office Admin,Office Admin
marriage_leave,20-12-2024,28-12-2024,first_half,first_half,9,Gerald Smith,Rickey Freeman,Office Admin,Office Admin
marriage_leave,02-02-2025,09-02-2025,first_half,full_day,8,Douglas Rodriguez,Timothy Rodriguez,Business,Business Development Executive
maternity_leave,08-06-2023,16-06-2023,full_day,full_day,9,Andrea Ware,Mike Carter,HR,Project coordinator
maternity_leave,16-11-2023,23-11-2023,full_day,first_half,8,Ruben Mendoza,Jennifer Clarke,Technical,PHP
paternity_leave,13-03-2025,23-03-2025,full_day,full_day,11,Marilyn Chen,Collin Johnson,Office Admin,Office Admin
maternity_leave,15-10-2024,19-10-2024,first_half,full_day,5,Brittney Gardner,Andrea Ford,Business,Business Development Executive
casual_leave,08-08-2024,08-08-2024,second_half,full_day,0.5,Jonathan Davidson,Matthew Moses,Office Admin,Office Admin
casual_leave,24-08-2023,29-08-2023,full_day,full_day,6,Amber Martinez,Ashley Mccullough,HR,HR
maternity_leave,22-06-2024,01-07-2024,second_half,full_day,10,Bryan Nelson,Robert Thomas,Technical,Android
paternity_leave,27-06-2024,07-07-2024,full_day,full_day,11,Gary Mccarty,Kimberly Hughes,HR,Project coordinator
maternity_leave,29-03-2024,05-04-2024,full_day,first_half,8,Dakota Lewis,Julie Patel,Technical,Android
paternity_leave,14-10-2023,24-10-2023,second_half,first_half,11,Michael Flores,Michael Hester,Technical,System
academic_leave,14-10-2024,20-10-2024,second_half,full_day,7,Charles Hunter,Christian Pace,Office Admin,Office Admin
maternity_leave,22-04-2023,26-04-2023,full_day,first_half,5,Caroline Ray,Samantha Garza,HR,HR
maternity_leave,02-02-2025,11-02-2025,first_half,full_day,10,James Thompson,Gabriela Jennings,HR,Project coordinator
maternity_leave,29-12-2024,29-12-2024,second_half,full_day,0.5,Daniel Whitney,Luis Rios,HR,HR
marriage_leave,21-03-2025,28-03-2025,full_day,first_half,8,Robert Jones,William Williams,HR,HR
academic_leave,05-02-2024,10-02-2024,first_half,full_day,6,Noah Chung,Jamie Rodriguez,Technical,Angular
academic_leave,15-12-2024,18-12-2024,first_half,first_half,4,Andrew Morris,Amanda Bowman,Business,Business Development Executive
paternity_leave,10-11-2024,14-11-2024,first_half,full_day,5,Mr. William Moore MD,Jared Leblanc,Technical,Angular
marriage_leave,27-09-2023,02-10-2023,first_half,first_half,6,Michael Barrera,Monica Michael,Office Admin,Office Admin
academic_leave,22-06-2023,29-06-2023,first_half,first_half,8,David Conner,Jean Sanders,HR,HR
paternity_leave,08-03-2024,10-03-2024,full_day,first_half,3,Karen Gray,Christine Blevins,Technical,iOS
paternity_leave,29-04-2024,09-05-2024,first_half,full_day,11,Barbara Banks,Kristen Estrada,Business,Business Development Executive
academic_leave,09-03-2024,17-03-2024,first_half,full_day,9,Debbie Kline,Chris Stewart,HR,Project coordinator
casual_leave,16-02-2025,24-02-2025,first_half,full_day,9,Christopher Holmes,Emily Anthony,Technical,Android
marriage_leave,27-03-2025,03-04-2025,full_day,full_day,8,Rhonda Kramer,Edward Davidson,Business,Business Development Executive
medical_leave,01-10-2024,08-10-2024,first_half,full_day,8,Luke Knapp,Patrick Cameron,HR,HR
medical_leave,22-07-2023,25-07-2023,second_half,full_day,4,Laura Malone,Tanya Watkins,Office Admin,Office Admin
academic_leave,24-06-2024,04-07-2024,second_half,full_day,11,Kimberly Walters,Miguel Wallace,Office Admin,Office Admin
medical_leave,21-12-2024,24-12-2024,second_half,first_half,4,Dylan Dominguez,Michael Lucas,HR,HR
medical_leave,19-06-2024,21-06-2024,full_day,first_half,3,Christine Huber,Timothy Lee,Office Admin,Office Admin
academic_leave,14-11-2023,20-11-2023,full_day,first_half,7,Abigail Russo,Brooke Price,Business,Business Development Executive
casual_leave,22-09-2024,28-09-2024,first_half,full_day,7,Kimberly Powell,Kathleen Kent,Office Admin,Office Admin
casual_leave,06-08-2024,13-08-2024,first_half,first_half,8,Lindsey Hamilton,Stephanie Rodriguez DDS,Technical,System
paternity_leave,04-09-2023,07-09-2023,first_half,first_half,4,John White,Jacob Smith,Business,Business Development Executive
maternity_leave,29-11-2024,01-12-2024,second_half,first_half,3,David Henderson,Todd Nguyen,HR,HR
maternity_leave,22-07-2023,22-07-2023,full_day,first_half,0.5,Gary Oneill,Jimmy Long,Business,Business Development Executive
maternity_leave,29-02-2024,08-03-2024,full_day,full_day,9,Renee Lewis,Emily Scott,Office Admin,Office Admin
academic_leave,19-07-2024,25-07-2024,second_half,first_half,7,Carl Brown,Joshua Choi,Technical,Android
maternity_leave,27-08-2024,01-09-2024,second_half,full_day,6,Jonathan Bowen,Heather Webb,Office Admin,Office Admin
medical_leave,18-12-2023,24-12-2023,first_half,full_day,7,Joshua Ramirez,Janet Walker,Business,Business Development Executive
medical_leave,13-10-2023,21-10-2023,full_day,full_day,9,Connie Gillespie,Sierra Hall,Technical,System
casual_leave,15-12-2024,18-12-2024,second_half,first_half,4,Regina Dunn,Michael Johnson,Office Admin,Office Admin
academic_leave,27-11-2024,05-12-2024,first_half,full_day,9,Craig Smith,Daniel Ballard,HR,HR
marriage_leave,30-01-2024,30-01-2024,full_day,first_half,0.5,Kelly Smith,Kevin Dodson,Technical,Android
medical_leave,15-01-2024,18-01-2024,first_half,first_half,4,Anthony Gilbert,Rhonda Smith,Office Admin,Office Admin
academic_leave,08-12-2024,12-12-2024,second_half,first_half,5,Gabrielle Rodriguez,Nathan Smith,Office Admin,Office Admin
maternity_leave,11-06-2024,13-06-2024,full_day,full_day,3,Robert Martin,Melvin Pacheco,Business,Business Development Executive
maternity_leave,05-12-2024,13-12-2024,second_half,full_day,9,Miss Diana Cole,Juan Le,Office Admin,Office Admin
marriage_leave,19-02-2024,20-02-2024,second_half,first_half,2,Sarah Smith,William Caldwell,Business,Business Development Executive
marriage_leave,22-03-2025,01-04-2025,first_half,first_half,11,Stephanie Poole,Mrs. Morgan Moore,HR,HR
paternity_leave,15-12-2023,20-12-2023,first_half,first_half,6,Carol Gray,Mark Alvarez,HR,Project coordinator
marriage_leave,06-06-2024,15-06-2024,full_day,first_half,10,Brandon Pennington,Vicki Brock,HR,HR
medical_leave,03-08-2024,13-08-2024,first_half,first_half,11,David Adams,Melanie Garza,Technical,NodeJS
marriage_leave,22-04-2023,29-04-2023,first_half,full_day,8,Timothy Evans,Jacob Baker,Office Admin,Office Admin
medical_leave,28-09-2024,06-10-2024,second_half,first_half,9,Kimberly Kennedy,Tracy Garcia,Office Admin,Office Admin
marriage_leave,10-07-2023,17-07-2023,second_half,full_day,8,Jennifer Hogan,Benjamin Vargas,Office Admin,Office Admin
academic_leave,11-05-2024,12-05-2024,full_day,first_half,2,Kelsey Flores,Teresa Patrick PhD,HR,Project coordinator
academic_leave,05-11-2024,13-11-2024,full_day,first_half,9,John Douglas,Heather Carey,Technical,Android
paternity_leave,17-09-2023,19-09-2023,first_half,full_day,3,Ashley Henderson,Katherine Porter,Business,Business Development Executive
medical_leave,15-06-2023,19-06-2023,second_half,full_day,5,Brandy Galvan,Kevin Erickson,HR,HR
paternity_leave,26-08-2024,27-08-2024,second_half,full_day,2,Christopher Johnson,Pam Petersen,Business,Business Development Executive
academic_leave,02-03-2024,05-03-2024,first_half,full_day,4,Cheryl Holmes,Angela Oconnell,HR,HR
marriage_leave,25-03-2024,28-03-2024,first_half,full_day,4,Joseph Mcbride,Michael Huber,Office Admin,Office Admin
academic_leave,02-01-2025,03-01-2025,full_day,first_half,2,Timothy Holland,John Chavez,Office Admin,Office Admin
medical_leave,04-02-2025,14-02-2025,full_day,first_half,11,Isaac Roy,Kimberly Mitchell,HR,Project coordinator
paternity_leave,13-04-2025,18-04-2025,first_half,full_day,6,Laura Gilmore,Susan Garcia,Business,Business Development Executive
paternity_leave,19-06-2023,24-06-2023,second_half,first_half,6,Jacob Johnson,Martha Bailey,Business,Business Development Executive
paternity_leave,12-12-2024,22-12-2024,second_half,first_half,11,Destiny Anderson,Mariah Levine,Office Admin,Office Admin
medical_leave,23-05-2024,02-06-2024,second_half,full_day,11,Erin Hughes,Lucas Welch,Business,Business Development Executive
casual_leave,08-12-2023,13-12-2023,full_day,first_half,6,Matthew George,Justin Davidson,Business,Business Development Executive
paternity_leave,18-06-2023,20-06-2023,full_day,full_day,3,Christopher Rodriguez,Catherine Lee,Office Admin,Office Admin
medical_leave,13-09-2023,22-09-2023,full_day,full_day,10,Tammy Mitchell,Samantha Brooks,HR,Project coordinator
paternity_leave,02-08-2023,09-08-2023,second_half,full_day,8,Austin Baxter,Mark Burch,Technical,PHP
paternity_leave,08-07-2024,12-07-2024,first_half,full_day,5,Sandy Ball,Natalie Davis,Technical,System
maternity_leave,21-03-2025,29-03-2025,first_half,first_half,9,Debbie Sanford,Natalie Buchanan,Business,Business Development Executive
casual_leave,20-03-2024,27-03-2024,full_day,full_day,8,Matthew Matthews,Kevin Sanchez,HR,Project coordinator
marriage_leave,26-02-2024,27-02-2024,first_half,first_half,2,Sherri Nicholson MD,Elizabeth Bradshaw,Technical,NodeJS
medical_leave,10-07-2023,16-07-2023,second_half,full_day,7,Julie Kennedy,Stephen Ramos,HR,HR
marriage_leave,25-08-2024,04-09-2024,first_half,full_day,11,Kelly Bruce,Charles Henderson,Business,Business Development Executive
academic_leave,24-01-2024,27-01-2024,second_half,first_half,4,Susan Maldonado,John Carlson,Technical,ReactJS
maternity_leave,27-07-2024,06-08-2024,first_half,full_day,11,Thomas Chen,Tina Wong,Office Admin,Office Admin
medical_leave,27-03-2025,29-03-2025,first_half,full_day,3,Kyle Bowman,Timothy Barnes,HR,HR
medical_leave,04-01-2025,07-01-2025,first_half,first_half,4,Eric Brown,Vicki Lopez,Technical,ReactJS
paternity_leave,30-04-2024,02-05-2024,second_half,full_day,3,Daniel Hampton,Gabrielle Smith,HR,Project coordinator
marriage_leave,06-06-2024,14-06-2024,first_half,full_day,9,Glenn Silva,Emily Patton,Technical,System
casual_leave,09-03-2025,11-03-2025,first_half,full_day,3,Timothy Perry,Ricky Anderson,HR,Project coordinator
maternity_leave,21-04-2024,26-04-2024,second_half,full_day,6,Sandra Becker,Amy Gibbs,Technical,Android
